loss_min,loss_mean,loss_max,verify_min,verify_mean,verify_max
0.06576308608055115,0.10882588521558412,0.1757955551147461,0.05599794164299965,0.05599794164299965,0.05599794164299965
0.04531477019190788,0.05845971922485196,0.07460549473762512,0.046066273003816605,0.046066273003816605,0.046066273003816605
0.038489118218421936,0.04465536689575838,0.053968802094459534,0.04178391024470329,0.04178391024470329,0.04178391024470329
0.03198008984327316,0.03753105391349111,0.04406120255589485,0.036324311047792435,0.036324311047792435,0.036324311047792435
0.02948313020169735,0.03350602318437732,0.04129566624760628,0.031684935092926025,0.031684935092926025,0.031684935092926025
0.026146553456783295,0.029729265035415182,0.03562403470277786,0.029954856261610985,0.029954856261610985,0.029954856261610985
0.024037552997469902,0.02761908236662952,0.03440399095416069,0.029251374304294586,0.029251374304294586,0.029251374304294586
0.024488067254424095,0.02783001640013286,0.03251662477850914,0.02818896248936653,0.02818896248936653,0.02818896248936653
0.02242904156446457,0.025498139196816757,0.02834736369550228,0.0247406754642725,0.0247406754642725,0.0247406754642725
0.022624528035521507,0.024491188021338716,0.02749473974108696,0.022816142067313194,0.022816142067313194,0.022816142067313194
0.02081397734582424,0.023185337570552925,0.025372132658958435,0.023706594482064247,0.023706594482064247,0.023706594482064247
0.02058250829577446,0.02341935878657565,0.02956823818385601,0.022548651322722435,0.022548651322722435,0.022548651322722435
0.020170385017991066,0.023173306593481376,0.02656068652868271,0.026408223435282707,0.026408223435282707,0.026408223435282707
0.019619714468717575,0.021918058053267245,0.025193525478243828,0.02045622281730175,0.02045622281730175,0.02045622281730175
0.019550174474716187,0.02162811905145645,0.026335060596466064,0.022687844932079315,0.022687844932079315,0.022687844932079315
0.019365739077329636,0.021457871612237424,0.027370404452085495,0.025308413431048393,0.025308413431048393,0.025308413431048393
0.017164647579193115,0.02077549388061981,0.024588478729128838,0.01971960999071598,0.01971960999071598,0.01971960999071598
0.018081974238157272,0.020441299076287115,0.023243851959705353,0.028011178597807884,0.028011178597807884,0.028011178597807884
0.01760866306722164,0.020085161285740987,0.02407328225672245,0.02152474783360958,0.02152474783360958,0.02152474783360958
0.017274025827646255,0.01931156719825706,0.023607667535543442,0.02058657445013523,0.02058657445013523,0.02058657445013523
0.016392497345805168,0.01841475065721541,0.020342115312814713,0.0190421212464571,0.0190421212464571,0.0190421212464571
0.016846274957060814,0.018620165977246906,0.021918101236224174,0.020406998693943024,0.020406998693943024,0.020406998693943024
0.016685593873262405,0.019196094450901965,0.02244020625948906,0.022350294515490532,0.022350294515490532,0.022350294515490532
0.016008658334612846,0.018598755403440827,0.0210098959505558,0.018572892993688583,0.018572892993688583,0.018572892993688583
0.015489205718040466,0.018119313659108415,0.021038122475147247,0.01593439280986786,0.01593439280986786,0.01593439280986786
0.016292009502649307,0.018646009722534492,0.02188083529472351,0.020253095775842667,0.020253095775842667,0.020253095775842667
0.01595008559525013,0.019325887594296008,0.023382088169455528,0.022265171632170677,0.022265171632170677,0.022265171632170677
0.014933266676962376,0.018128067464092557,0.020282302051782608,0.021445496007800102,0.021445496007800102,0.021445496007800102
0.01611950993537903,0.01727648554559873,0.019035402685403824,0.01754043810069561,0.01754043810069561,0.01754043810069561
0.015445861034095287,0.01704048696069085,0.019433515146374702,0.020699825137853622,0.020699825137853622,0.020699825137853622
0.015489809215068817,0.01774511273418154,0.021426619961857796,0.022526927292346954,0.022526927292346954,0.022526927292346954
0.015831122174859047,0.018067503500045563,0.020409507676959038,0.016337040811777115,0.016337040811777115,0.016337040811777115
0.014850272797048092,0.017042638163785546,0.01949077844619751,0.01726880483329296,0.01726880483329296,0.01726880483329296
0.014104288071393967,0.016377415565051595,0.017947811633348465,0.020297832787036896,0.020297832787036896,0.020297832787036896
0.014342700131237507,0.016327072676195174,0.019211918115615845,0.016771536320447922,0.016771536320447922,0.016771536320447922
0.014597997069358826,0.016671219384487793,0.021246369928121567,0.022849973291158676,0.022849973291158676,0.022849973291158676
0.0156638752669096,0.017105268884678275,0.020482206717133522,0.016902508214116096,0.016902508214116096,0.016902508214116096
0.014771257527172565,0.01619973035567269,0.017757007852196693,0.0203391145914793,0.0203391145914793,0.0203391145914793
0.013727354817092419,0.01600031402646279,0.017977159470319748,0.021235203370451927,0.021235203370451927,0.021235203370451927
0.014806613326072693,0.01600912108789293,0.018817119300365448,0.02221088297665119,0.02221088297665119,0.02221088297665119
0.01414174772799015,0.016200726129570787,0.01869068667292595,0.017677711322903633,0.017677711322903633,0.017677711322903633
0.014528853818774223,0.016188751278939296,0.018297743052244186,0.01937488466501236,0.01937488466501236,0.01937488466501236
0.014144507236778736,0.01581528478739213,0.018778596073389053,0.01854761131107807,0.01854761131107807,0.01854761131107807
0.013864182867109776,0.015448160849663675,0.018244558945298195,0.015518956817686558,0.015518956817686558,0.015518956817686558
0.014180703088641167,0.015533901218857084,0.018750185146927834,0.017148053273558617,0.017148053273558617,0.017148053273558617
0.014548242092132568,0.015569798629350809,0.016909854486584663,0.021183427423238754,0.021183427423238754,0.021183427423238754
0.013131087645888329,0.01494706600752412,0.016918454319238663,0.019275814294815063,0.019275814294815063,0.019275814294815063
0.013854735530912876,0.015342953291778661,0.016864841803908348,0.01637009158730507,0.01637009158730507,0.01637009158730507
0.01250019297003746,0.015057049349558597,0.01687118224799633,0.01831921935081482,0.01831921935081482,0.01831921935081482
0.013721016235649586,0.015311255594905543,0.017644405364990234,0.018567726016044617,0.018567726016044617,0.018567726016044617
0.013416709378361702,0.014879631505784939,0.016100961714982986,0.018382424488663673,0.018382424488663673,0.018382424488663673
0.013811858370900154,0.015028552950492926,0.01673836261034012,0.01638880930840969,0.01638880930840969,0.01638880930840969
0.01314284186810255,0.014675001195650928,0.01645980402827263,0.014602679759263992,0.014602679759263992,0.014602679759263992
0.013098754920065403,0.014357520742531943,0.015460390597581863,0.016046088188886642,0.016046088188886642,0.016046088188886642
0.012972760945558548,0.014711748675576277,0.016444923356175423,0.030108170583844185,0.030108170583844185,0.030108170583844185
0.013154054991900921,0.014715644625984892,0.01715768501162529,0.019222263246774673,0.019222263246774673,0.019222263246774673
0.012661137618124485,0.014397418696661385,0.01606089062988758,0.02096627466380596,0.02096627466380596,0.02096627466380596
0.012850494123995304,0.014367574863896077,0.016416974365711212,0.016446249559521675,0.016446249559521675,0.016446249559521675
0.013054631650447845,0.01476030458449101,0.0162962693721056,0.015179230831563473,0.015179230831563473,0.015179230831563473
0.013230030424892902,0.014322999560711334,0.015786346048116684,0.014048627577722073,0.014048627577722073,0.014048627577722073
